Time Step,Flux
389,-0.5091632
390,-0.29602763
391,-0.37437794
392,0.58350563
393,-0.39241707
394,0.1674499
395,-0.40238675
396,-0.29528338
397,-0.28456935
398,0.040290684
399,-0.25002015
400,0.04805605
401,0.516925
402,-0.060961656
403,0.051803153
404,0.2109946
405,-0.07941282
406,0.023337472
407,0.024050493
408,-0.30459768
409,0.44805557
410,0.2134451
411,0.3329252
412,0.18593077
413,0.2708842
414,0.58016634
415,-0.18800959
416,0.42613792
417,-0.13431679
418,0.024414968
419,0.17836684
420,-0.064414114
421,0.18852863
422,0.12808305
423,-0.022492511
424,0.108661726
425,0.09297218
426,0.048485786
427,0.2281517
428,0.5260844
429,0.6562592
430,0.060244042
431,0.15301014
432,0.029114068
433,0.066379435
434,0.5884611
435,-0.29975736
436,-0.29921398
437,0.13062395
438,0.486429
439,-0.22132823
440,0.40104795
441,-0.71059966
442,0.34609476
443,-0.33743638
444,-0.309998
445,0.49301025
446,0.36021549
447,-0.049072627
448,0.32550701
449,-0.6516276
450,0.12203574
451,-0.06794843
452,0.28488016
453,0.20613942
454,-0.029080773
455,0.1309672
456,0.2851467
457,0.27937245
458,0.13531078
459,0.52855855
460,0.16200168
461,0.48601705
462,0.15264677
463,0.24767151
464,-0.008914317
465,-0.31068623
466,0.14649257
467,-0.029823968
468,0.3790314
469,-0.29805714
470,0.23654103
471,0.61741734
472,0.43945262
473,0.06778689
474,0.3954812
475,0.32447475
476,0.6257582
477,0.3168236
478,0.1802088
479,0.22833703
480,0.07841953
481,0.35808015
482,0.079608575
483,-0.2165055
484,0.17705892
485,0.26390633
486,0.42399347
487,-0.10651883
488,0.34812665
489,0.118748665
490,0.27822506
491,0.48666435
492,0.12940148
493,0.12779815
494,0.37070233
495,0.20258324
496,-0.012926685
497,0.23068793
498,0.68727106
499,0.3029895
500,0.12474882
501,0.10107712
502,0.13446648
503,-0.4366634
504,0.2562871
505,0.29802144
506,0.47044498
507,0.15556085
508,0.5092324
509,0.14511876
510,0.034453493
511,0.6189604
512,0.30941054
513,0.57162136
514,0.15528397
515,0.39067382
516,-0.12579589
517,0.7678548
518,0.45374584
519,-0.099904895
520,0.024833763
521,0.40378132
522,0.63926417
523,0.37736154
524,0.3651823
525,0.2202198
526,0.63345313
527,-0.48256886
528,0.31302842
529,0.16347477
530,-0.2460078
531,-0.056797378
532,-0.29152447
533,0.45785695
534,0.41997352
535,0.14872177
536,0.30781984
537,0.07625872
538,0.4134843
539,-0.20198733
540,0.021809231
541,0.4982577
542,-0.0040153274
543,-0.08781126
544,0.107400656
545,0.5437902
546,0.19711304
547,0.23813084
548,0.44881037
549,0.19571896
550,0.6165621
551,-0.22296086
552,0.68552077
553,-0.27565327
554,0.23787293
555,-0.07522741
556,0.124994166
557,-0.05013782
558,0.046630576
559,-0.011162552
560,0.7806249
561,0.05730299
562,0.33541617
563,0.25670138
564,0.51140255
565,0.439863
566,0.09039989
567,0.43976212
568,-0.0070442795
569,0.1895185
570,-0.039748147
571,0.32018697
572,0.1892154
573,0.58707345
574,-0.16533436
575,0.2133609
576,0.18672533
577,0.619635
578,0.40695962
579,0.14150769
580,0.1932837
581,0.027622724
582,-0.018285647
583,0.5188042
584,0.11239242
585,-0.0070975074
586,0.38087028
587,0.35887453
588,0.19497685
589,-0.13563953
590,0.21243371
591,0.15123132
592,0.3047627
593,0.6125328
594,0.40334022
595,0.42504516
596,0.33631214
597,0.41597492
598,0.11273257
599,0.35406962
600,0.19913621
601,0.69892186
602,0.6138653
603,0.27288988
604,0.48566693
605,0.16535765
606,0.0033626333
607,0.13529862
608,0.5786416
609,0.17871436
610,0.37362757
611,0.37098822
612,0.17790824
613,-0.07033757
614,0.630239
615,0.52375054
616,0.45689446
617,0.13959557
618,0.95735765
619,0.044512674
620,0.056466945
621,0.19028407
622,0.4131316
623,0.25981382
624,0.24578463
625,-0.07908089
626,-0.18173862
627,0.41290894
628,0.08823204
629,0.7041821
630,-0.24462414
631,0.23132032
632,0.23811041
633,0.38331032
634,0.42455968
635,-0.073866345
636,0.37473422
637,-0.17836133
638,0.3555141
639,0.23716713
640,-0.023598313
641,0.1757304
642,0.06763071
643,0.7246389
644,0.011756513
645,-0.1284054
646,0.32426605
647,-0.017798476
648,0.6739191
649,-0.39422143
650,0.3557857
651,0.27302372
652,0.11399983
653,0.42986163
654,0.19036268
655,0.5694401
656,0.43239146
657,0.13864107
658,0.12273776
659,0.33077732
660,-0.40331542
661,0.55749905
662,0.3333318
663,-0.28527853
664,-0.0048514884
665,0.025323091
666,-0.14343487
667,0.36978793
668,0.59948134
669,-0.047637347
670,0.20554736
671,0.106879815
672,0.039827377
673,0.17472011
674,0.68767923
675,0.010583286
676,-0.19228278
677,0.17381732
678,0.28768858
679,0.5279052
680,0.2872505
681,0.36546427
682,-0.01724365
683,-0.011715712
684,-0.17585778
685,0.5153813
686,0.28967488
687,0.08101899
688,0.6669028
689,-0.22704448
690,0.22605784
691,0.108027786
692,0.2088287
693,-0.5742203
694,0.30140436
695,-0.055628985
696,-0.14858218
697,0.5667489
698,-0.23053667
699,-0.10183418
700,-0.36484304
701,0.25290078
702,0.0817101
703,0.07470452
704,-0.107105784
705,0.07515019
706,0.1424852
707,0.21875992
708,-0.16408929
709,-0.11762236
710,-0.1396301
711,0.06604609
712,-0.17691267
713,0.019162888
714,0.061833773
715,-0.05885314
716,-0.13762964
717,0.05579059
718,-0.15706512
719,0.08838683
720,-0.11518504
721,0.11538439
722,0.39883375
723,-0.13460772
724,-0.006236897
725,0.24624057
726,0.0860858
727,-0.20448822
728,0.23615761
729,0.17116222
730,0.028500149
731,-0.086419195
732,0.10587304
733,0.47537613
734,0.24395537
735,0.1926152
736,0.20457952
737,-0.08193643
738,-0.08134888
739,0.4014646
740,-0.10340247
741,0.058666766
742,0.10186839
743,0.050940778
744,0.11390295
745,0.3715203
746,0.5214562
747,0.10509429
748,-0.08441652
749,0.2817721
750,0.064268425
751,-0.1671608
752,0.21837889
753,0.24950604
754,0.235624
755,0.3942874
756,0.075390406
757,0.4421183
758,0.15834437
759,0.045910694
760,0.25818443
761,-0.33996502
762,-0.079136804
763,0.49678764
764,-0.23119622
765,-0.21516867
766,-0.015710298
767,-0.2980945
768,-0.00042255226
769,0.102124535
770,0.10041608
771,0.64378357
772,0.5626542
773,0.33786792
774,-0.1398107
775,-0.11361527
776,-0.39753145
777,0.059812177
778,0.121898904
779,0.2021365
780,-0.12546958
781,0.09638647
782,0.031485874
783,0.27482775
784,0.48799732
785,-0.06618096
786,0.38550225
787,0.28117904
788,0.0866787
789,-0.23325688
790,0.065807916
791,0.3869986
792,0.030600213
793,-0.5585536
794,0.0014547191
795,-0.29433385
796,-0.43303064
797,0.31462252
798,-0.24942048
799,0.21277504
800,0.067313775
801,0.007178912
802,0.13254607
803,0.60220265
804,0.25839812
805,0.0687767
806,-0.12575544
807,0.092381135
808,-0.09709455
809,0.08011752
810,0.34060827
811,-0.08196527
812,0.24537687
813,-0.16317992
814,-0.0756959
815,-0.23560359
816,-0.0013818792
817,0.18753505
818,0.049437847
819,-0.07002543
820,-0.002378443
821,-0.1857582
822,-0.09324886
823,-0.28563768
824,-0.05496222
825,0.1031075
826,0.3591553
827,0.2118593
828,-0.0110634575
829,0.45510417
830,0.049507145
831,-0.15833417
832,0.16076428
833,0.10365515
834,0.003323844
835,0.24927105
836,0.18603241
837,-0.1898789
838,-0.0008999731
839,0.0852002
840,0.03403562
841,0.33162373
842,0.035659492
843,0.22394
844,-0.31858945
845,-0.27717277
846,0.0047405977
847,0.044999406
848,-0.1545517
849,0.045823313
850,0.24299937
851,0.10633206
852,-0.06407274
853,0.110452384
854,-0.061579887
855,0.002814674
856,0.2554233
857,0.17073464
858,0.35019183
859,0.44062912
860,0.14629744
861,0.11137939
862,0.15785947
863,0.25615534
864,-0.014045592
865,0.02710063
866,0.022848992
867,0.10917134
868,0.40502137
869,0.50371724
870,0.2831905
871,0.23087439
872,0.36933565
873,0.22984223
874,0.26329315
875,0.13088988
876,-0.20852317
877,-0.05911312
878,0.47451353
879,-0.08410833
880,0.4236022
881,0.25953245
882,0.3579337
883,0.16134512
884,0.16740927
885,0.23360132
886,0.18843274
887,-0.15561275
888,0.28243694
889,0.45085856
890,0.22375824
891,0.3235696
892,0.0727878
893,-0.031010125
894,0.7351244
895,0.32795158
896,0.5089721
897,0.22340281
898,-0.0067585576
899,0.30408245
900,0.64138377
901,0.025393303
902,0.16092351
903,0.41779375
904,0.18250751
905,-0.021521205
906,0.10691911
907,-0.29173496
908,0.21832906
909,-0.19344527
910,-0.45598015
911,0.21200396
912,0.110134445
913,0.7504626
914,0.35600868
915,0.39924255
916,-0.007895558
917,0.44534203
918,0.123382375
919,0.2662782
920,0.18532388
921,0.59913313
922,0.39805382
923,0.3104051
924,0.24887428
925,0.27618042
926,0.35827604
927,-0.060519937
928,0.34491706
929,0.8792225
930,-0.1069025
931,-0.0010792542
932,-0.04403931
933,0.2920504
934,-0.23492888
935,0.20383239
936,0.06440588
937,0.16068952
938,0.2520408
939,0.25860903
940,0.26603445
941,0.0122317225
942,0.0014190876
943,0.47653276
944,-0.26639935
945,-0.076258704
946,0.2049901
947,0.5134415
948,-0.00717457
949,0.2403874
950,0.09269291
951,-0.19645554
952,0.3061021
953,0.2913739
954,0.058175333
955,0.2860196
956,-0.07177442
957,0.6300747
958,0.16840531
959,0.09953802
960,0.19092189
961,0.088707134
962,-0.15194601
963,0.48282295
964,0.052498918
965,0.15219648
966,-0.124348916
967,-0.19328699
968,0.083065934
969,0.4317363
970,0.11417262
971,0.21520217
972,-0.040823083
973,0.27153438
974,0.5054328
975,0.06824243
976,0.07561208
977,0.2621944
978,0.2936516
979,0.58986247
980,0.0063969702
981,-0.25282004
982,0.082632534
983,0.6173493
984,-0.03784918
985,0.3800708
986,-0.1752954
987,0.42313388
988,0.14567082
989,0.51230407
990,0.008388421
991,0.071345136
992,0.32044798
993,0.2357889
994,-0.014824346
995,0.23084259
996,0.18263926
997,0.39905468
998,0.40102443
999,0.60151696
1000,0.22316456
1001,0.35229754
1002,0.44571826
1003,-0.17918725
1004,0.53603536
1005,0.19521545
1006,0.33413672
1007,0.0056288675
1008,0.42103565
1009,-0.047375597
1010,0.29155555
1011,0.19845651
1012,0.26664093
1013,0.5073298
1014,-0.10671618
1015,0.099631056
1016,0.068771444
1017,-0.19425793
1018,0.61250967
1019,0.23711056
1020,0.40851724
1021,-0.06849956
1022,0.49295962
1023,0.5303941
1024,-0.0333837
1025,0.059034638
1026,0.0033900726
1027,0.2018286
1028,0.44413295
1029,0.06940958
1030,0.1167942
1031,0.32470608
1032,0.09496925
1033,0.50408584
1034,0.14013204
1035,0.2661464
1036,0.88440394
1037,0.23635754
1038,0.42985746
1039,0.4534645
1040,0.1744662
1041,0.17927772
1042,-0.050777666
1043,0.040130883
1044,-0.112758346
1045,-0.0009364815
1046,0.32163683
1047,0.16941185
1048,0.27603656
1049,0.31865937
1050,-0.023009123
1051,0.19091073
1052,0.1622298
1053,0.3393124
1054,0.6455146
1055,0.64138067
1056,-0.024260784
1057,0.10521977
1058,0.35785994
1059,0.12234574
1060,-0.083199754
1061,-0.048701458
1062,-0.030500198
1063,-0.06910785
1064,0.44416222
1065,0.17444097
1066,0.018362904
1067,0.32189474
1068,0.15081146
1069,0.43391478
1070,0.09825052
1071,0.32743138
1072,0.091199026
1073,0.32446453
1074,0.3046386
1075,-0.121982425
1076,0.030252686
1077,-0.059127267
1078,0.0689091
1079,0.70302343
1080,0.17566323
1081,0.39753172
1082,0.39523757
1083,0.15012862
1084,0.3038793
1085,0.004771268
1086,-0.009461853
1087,0.17479803
1088,0.30633026
1089,0.18877092
1090,0.87655276
1091,-0.13924187
1092,0.037717264
1093,0.67862165
1094,0.2630028
1095,0.31417093
1096,0.19871752
1097,-0.04428157
1098,0.083422646
1099,0.03632845
1100,0.28362966
1101,-0.29548818
1102,0.09863086
1103,0.00626544
1104,0.27398416
1105,-0.19772923
1106,0.39131007
1107,-0.081126764
1108,-0.057047125
1109,0.29729223
1110,-0.1322228
1111,0.3467431
1112,0.39020443
1113,0.26405868
1114,0.08287055
1115,0.37230068
1116,-0.1287749
1117,-0.13876222
1118,0.27704912
1119,-0.041236542
1120,-0.18913934
1121,0.05846412
1122,0.19247836
1123,-0.09341849
1124,-0.116766274
1125,0.023297766
1126,0.32565263
1127,0.16707979
1128,-0.11527326
1129,0.6186056
1130,-0.067419395
1131,0.32785454
1132,0.29442465
1133,0.11341209
1134,0.1087143
1135,-0.24996267
1136,0.102577835
1137,-0.08454755
1138,0.42612824
1139,-0.20673402
1140,0.41659585
1141,0.15553893
1142,0.12981342
1143,0.27458182
1144,0.14291526
1145,0.371444
1146,0.05974819
1147,-0.20561372
1148,-0.26572555
1149,0.5293643
1150,0.16339794
1151,-0.027295826
1152,-0.2278875
1153,0.3475697
1154,0.38152024
1155,-0.120209225
1156,-0.31407177
1157,0.005514359
1158,-0.0193949
1159,-0.11165096
1160,0.035107013
1161,0.094265796
1162,0.21397716
1163,0.033799846
1164,0.048596103
1165,0.10173784
1166,0.50201154
1167,0.14150965
1168,0.12810937
1169,0.05963664
1170,0.49979264
1171,-0.31972918
1172,0.12262271
1173,0.19129792
1174,0.13941428
1175,0.30843443
1176,-0.21032727
1177,0.15878354
1178,-0.35332185
1179,0.25261948
1180,0.20294681
1181,-0.00684665
1182,0.3611455
1183,-0.14772017
1184,0.14329585
1185,0.07036471
1186,0.09443756
1187,-0.052307542
1188,-0.2862489
1189,0.2573501
1190,-0.21828231
1191,0.17777081
1192,0.33900836
1193,0.20781021
1194,-0.054630786
1195,-0.11475478
1196,0.005296083
1197,0.28695354
1198,0.3137226
1199,-0.030891381
1200,0.15897763
1201,0.3621641
1202,0.34986708
1203,-0.07212678
1204,0.11917848
1205,-0.15248716
1206,0.32408774
1207,-0.10013907
1208,-0.025468845
1209,0.2020711
1210,-0.03292575
1211,0.025864495
1212,0.21629654
1213,-0.35560238
1214,-0.37774053
1215,-0.0040039807
1216,-0.038768962
1217,-0.4226782
1218,0.1763308
1219,0.21634443
1220,0.23542371
1221,-0.16203249
1222,0.098085344
1223,-0.13439235
1224,-0.05451193
1225,0.057392284
1226,0.11089416
1227,0.034586146
1228,0.38061994
1229,0.031785145
1230,0.35924158
1231,0.27083233
1232,0.083635725
1233,0.16153689
1234,0.32329735
1235,-0.16982123
1236,0.01592119
1237,0.2711151
1238,0.30636802
1239,0.22224215
1240,0.07929737
1241,-0.009692332
1242,0.3064671
1243,0.17472264
1244,-0.064383306
1245,0.19456433
1246,0.15790653
1247,-0.47396728
1248,0.2758699
1249,0.040583316
1250,-0.08840112
1251,0.39595157
1252,-0.30919564
1253,0.08899171
1254,0.03969082
1255,-0.47814837
1256,-0.18754958
1257,0.0254334
1258,0.004697828
1259,0.072078064
1260,0.27370042
1261,0.16894555
1262,-0.2888893
1263,0.23844671
1264,0.07944199
1265,0.32496005
1266,-0.27754673
1267,-0.12141832
1268,0.21340904
1269,-0.00541982
1270,0.19201913
1271,-0.35293096
1272,0.29317096
1273,-0.112925164
1274,0.27436638
1275,0.24253926
1276,-0.066016085
1277,0.37765178
1278,0.72896266
1279,0.23622538
1280,0.6280499
1281,0.522671
1282,0.45442566
1283,0.056042105
1284,1.1122823
1285,1.0128515
1286,1.0196347
1287,1.1027873
1288,0.40079817
1289,0.42132172
1290,0.57948184
1291,0.3659441
1292,0.62143356
1293,-0.051122785
1294,0.20619312
1295,0.09604385
1296,0.4407468
1297,0.19779624
1298,-0.39162475
1299,-0.20748277
1300,-0.42966428
1301,0.2114953
1302,-0.03111599
1303,-0.21007758
1304,-0.124005504
1305,0.22935979
1306,0.0883167
1307,0.07525152
1308,0.022077799
1309,0.46590498
1310,0.13899235
1311,0.21360326
1312,-0.046385687
1313,0.29343423
1314,0.0222227
1315,0.41823187
1316,0.7073023
1317,-0.15243798
1318,0.08495369
1319,0.0903519
1320,0.30546638
1321,0.12419314
1322,0.33171406
1323,0.40227962
1324,-0.075302
1325,0.37048298
1326,0.44303715
1327,0.48814154
1328,0.11186565
1329,0.33744058
1330,0.6123381
1331,0.2559553
1332,0.808501
1333,0.34025133
1334,0.5024778
1335,0.3484726
1336,0.011340798
1337,-0.1783933
1338,0.50108784
1339,0.6605352
1340,0.5312026
1341,0.6436086
1342,0.49031898
1343,0.37519598
1344,0.29383358
1345,0.18394637
1346,0.3168765
1347,0.31601474
1348,0.17175524
1349,0.65412855
1350,0.32902348
1351,0.021771945
1352,-0.016742649
1353,0.028772075
1354,0.27690452
1355,0.16547829
1356,0.37838405
1357,0.24764833
1358,0.42934272
1359,0.13841303
1360,0.12723851
1361,0.13591862
1362,0.3990572
1363,0.4684
1364,-0.08596235
1365,0.061641976
1366,0.52014214
1367,0.18484882
1368,0.2435386
1369,0.33414453
1370,0.15849835
1371,-0.2380124
1372,0.08730509
1373,0.6387253
1374,0.12517641
1375,0.30796033
1376,0.2365819
1377,0.15075675
1378,0.03749537
1379,-0.18749698
1380,0.12917694
1381,0.37132546
1382,0.33683795
1383,0.18520421
1384,0.06291219
1385,0.23982798
1386,0.17113267
1387,0.08961194
1388,0.117474705
1389,0.11095868
1390,0.7246322
1391,0.24924204
1392,0.20785953
1393,-0.0128414165
1394,-0.007020268
1395,0.45399097
1396,0.06968451
1397,0.06368936
1398,0.18829389
1399,0.082674704
1400,0.76148385
1401,0.009297114
1402,0.027749935
1403,0.07320489
1404,0.53463817
1405,0.6262499
1406,0.058236726
1407,0.36537808
1408,-0.33044952
1409,0.26667112
1410,0.40221995
1411,0.62117875
1412,0.024117418
1413,0.32552078
1414,-0.1755578
1415,0.16191734
1416,0.38937598
1417,0.3236081
1418,0.30331442
1419,0.42735234
1420,-0.014309016
1421,0.18336998
1422,0.24154595
1423,0.25628668
1424,0.37889174
1425,0.3424328
1426,0.33994398
1427,0.2829106
1428,-0.00017585822
1429,-0.016336504
1430,0.33570033
1431,0.58902377
1432,0.32927075
1433,0.075843826
1434,0.11204499
1435,-0.021552887
1436,0.2500916
1437,0.4037176
1438,0.1553193
1439,0.10403579
1440,0.33311835
1441,0.370703
1442,0.2989927
1443,0.45405245
1444,-0.07787748
1445,-0.07394729
1446,0.37258214
1447,0.27348635
1448,0.40802732
1449,-0.02067919
1450,0.5923804
1451,0.18735011
1452,0.16672441
1453,0.8384019
1454,0.34166706
1455,0.29922056
1456,-0.048602298
1457,-0.120138615
1458,0.31395063
1459,-0.08682758
1460,0.3179695
1461,0.18898013
1462,0.555639
1463,0.68912405
1464,0.24175975
1465,0.14978378
1466,0.20030975
1467,0.32477817
1468,0.25525767
1469,0.40681326
1470,0.3973814
1471,0.14519477
1472,0.28382096
1473,0.40597555
1474,0.47033638
1475,0.36325637
1476,-0.011405144
1477,0.44617578
1478,0.57072276
1479,-0.03233522
1480,0.36254627
1481,0.18101645
1482,0.12471617
1483,0.15078834
1484,0.16261066
1485,0.21089536
1486,-0.13761729
1487,0.24898699
1488,0.22098897
1489,0.04062489
1490,0.23993035
1491,0.20263612
1492,0.19702762
1493,0.22178745
1494,0.45444652
1495,0.4009619
1496,0.47583178
1497,0.08403475
1498,0.7041895
1499,0.39151856
1500,-0.00774439
1501,0.2779033
1502,0.4697825
1503,0.1795547
1504,0.29320621
1505,0.17925914
1506,0.25389156
1507,0.014646129
1508,0.04961063
1509,0.51759154
1510,0.47553647
1511,-0.027004901
1512,0.20452501
1513,-0.16979547
1514,0.25442228
1515,0.48905826
1516,0.069927394
1517,0.026804771
1518,0.35975203
1519,0.034162886
1520,0.4059561
1521,0.10650797
1522,0.0035693252
1523,0.1972874
1524,-0.0676881
1525,0.48852482
1526,0.036549736
1527,0.16833018
1528,-0.0036985637
1529,0.4909833
1530,0.22439408
1531,0.08214592
1532,0.41734788
1533,-0.19837306
1534,0.5967343
1535,0.16984181
1536,0.39254242
1537,0.36749858
1538,0.33846015
1539,-0.103287175
1540,-0.11461646
1541,-0.26897794
1542,-0.25693017
1543,0.124727525
1544,-0.1110429
1545,0.5413874
1546,-0.11577814
1547,0.20550255
1548,0.08584119
1549,0.12441704
1550,0.091913395
1551,0.43868485
1552,-0.17655213
1553,0.042500563
1554,0.5338188
1555,0.34651303
1556,0.5212414
1557,0.12471448
1558,0.3606529
1559,0.1566085
1560,-0.1471047
1561,-0.15879074
1562,0.16453107
1563,0.13100885
1564,0.011495076
1565,-0.25830567
1566,0.030173006
1567,0.035380106
1568,-0.11190391
1569,-0.04378954
1570,-0.11530333
1571,-0.21978974
1572,0.42913553
1573,0.123761036
1574,-0.13167201
1575,-0.439476
1576,0.07377678
1577,0.44963458
1578,0.051071644
1579,0.4473728
1580,0.10156979
1581,0.09422547
1582,0.21950646
1583,0.26060668
1584,0.3767423
1585,0.07952897
1586,-0.30859092
1587,0.34755027
1588,-0.47236338
1589,-0.074566774
1590,-0.100292794
1591,0.374156
1592,0.17250142
1593,0.25384125
1594,0.04507786
1595,0.17516038
1596,0.14319897
1597,0.1685755
1598,0.23541884
1599,0.33838058
1600,0.14872278
1601,0.073741995
1602,-0.0367333
1603,-0.19627705
1604,0.251427
1605,-0.17347996
1606,0.10850909
1607,0.050385937
1608,0.31647187
1609,0.33351815
1610,0.17846581
1611,-0.2422743
1612,0.6878219
1613,-0.06707347
1614,0.1649193
1615,-0.1440976
1616,-0.17202641
